,ZIPCODE,Population 25 years and over,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,Score
28963,84630,214,38,3,22,45,55,36,15,4.14018691588785
28964,84631,1910,32,213,672,459,128,288,118,3.928795811518324
28965,84632,713,15,80,214,199,73,90,42,3.9438990182328193
28966,84633,780,31,51,224,256,112,94,12,3.8935897435897435
28967,84634,2593,116,261,864,890,171,206,85,3.654454300038565
28968,84635,442,9,41,149,137,35,61,10,3.839366515837104
28969,84636,300,0,6,28,122,26,108,10,4.773333333333333
28970,84637,460,17,37,181,116,39,59,11,3.7478260869565214
28971,84638,182,0,2,33,61,25,55,6,4.637362637362637
28972,84639,584,33,52,239,170,36,46,8,3.5034246575342465
28973,84640,62,5,7,15,11,10,13,1,3.9193548387096775
28974,84642,2061,47,90,379,751,318,346,130,4.339640950994663
28975,84643,283,0,6,61,133,28,38,17,4.289752650176679
28976,84645,1422,29,90,561,342,163,164,73,3.917018284106892
28977,84646,1042,138,115,216,294,147,100,32,3.599808061420346
28978,84647,2746,115,129,1018,653,248,389,194,3.9952658412235977
28979,84648,3600,78,171,1285,922,472,414,258,4.059166666666667
28980,84649,571,0,7,113,224,88,112,27,4.46584938704028
28981,84651,13703,436,788,3151,4191,1653,2555,929,4.256513172298036
28982,84652,533,0,35,200,184,53,35,26,3.8705440900562853
28983,84653,4752,18,128,862,1283,576,1312,573,4.7885101010101
28984,84654,1675,58,199,662,447,125,156,28,3.5743283582089553
28985,84655,6062,204,481,1797,1570,634,967,409,4.069943912900033
28986,84656,221,0,11,79,72,23,25,11,4.02262443438914
28987,84657,366,19,38,173,98,21,17,0,3.3142076502732243
28988,84660,21381,282,976,4782,5910,2684,4525,2222,4.506056779383565
28989,84662,981,15,43,219,333,141,173,57,4.313965341488277
28990,84663,16923,501,804,3155,4588,1763,4122,1990,4.57383442652012
28991,84664,5089,16,164,747,1211,553,1551,847,4.9968559638435845
28992,84665,420,0,24,84,149,78,39,46,4.385714285714286
28993,84667,226,3,15,56,104,8,17,23,4.070796460176991
28994,84701,5121,86,402,1475,1552,507,710,389,4.1087678187853935
28995,84710,81,0,2,6,31,19,10,13,4.8395061728395055
28996,84711,443,0,10,120,133,72,73,35,4.413092550790068
28997,84712,84,3,23,15,14,14,13,2,3.714285714285714
28998,84713,2031,43,173,683,566,180,292,94,3.9448547513540126
28999,84714,278,23,63,77,50,0,9,56,3.6906474820143886
29000,84715,238,0,5,68,81,12,49,23,4.42436974789916
29001,84716,218,0,39,31,40,41,50,17,4.380733944954129
29002,84718,199,0,9,99,45,8,27,11,3.8894472361809047
29003,84719,50,0,5,7,21,0,8,9,4.52
29004,84720,11352,161,287,2339,3278,914,2813,1560,4.689217758985201
29005,84721,12760,305,923,3594,3997,864,2053,1024,4.132210031347962
29006,84722,555,0,54,124,273,47,16,41,3.9459459459459465
29007,84723,555,6,67,173,164,23,97,25,3.9405405405405403
29008,84724,811,74,102,300,159,121,55,0,3.389642416769421
29009,84725,953,11,9,335,258,79,183,78,4.3074501573976915
29010,84726,648,0,22,167,140,115,140,64,4.580246913580247
29011,84728,39,0,0,7,7,0,25,0,5.102564102564103
29012,84729,163,2,0,39,75,18,27,2,4.2024539877300615
29013,84730,183,0,4,61,58,11,27,22,4.33879781420765
29014,84731,119,0,0,47,56,0,16,0,3.8739495798319323
29015,84732,33,0,0,17,6,4,6,0,3.9696969696969693
29016,84733,125,0,0,39,42,28,16,0,4.168
29017,84734,207,1,12,84,57,29,22,2,3.8454106280193234
29018,84735,185,2,22,61,61,21,15,3,3.7243243243243245
29019,84736,164,17,7,58,25,29,24,4,3.7926829268292686
29020,84737,11441,283,440,3592,3734,1160,1311,921,4.106983655274888
29021,84738,6011,67,212,1493,1783,651,1026,779,4.4861088005323575
29022,84739,393,20,42,119,104,49,27,32,3.8371501272264634
29023,84740,142,1,9,119,9,4,0,0,3.0422535211267605
29024,84741,4198,56,277,965,1268,389,694,549,4.413768461171987
29025,84742,186,0,4,49,42,29,52,10,4.569892473118279
29026,84743,16,0,0,13,2,0,1,0,3.3125
29027,84744,175,0,13,60,52,19,15,16,4.062857142857142
29028,84745,2661,118,302,890,656,324,264,107,3.746335963923337
29029,84746,815,75,112,182,174,70,135,67,3.889570552147239
29030,84747,784,3,119,149,225,123,148,17,4.094387755102042
29031,84749,187,0,4,49,57,44,27,6,4.315508021390374
29032,84750,592,0,94,257,110,8,93,30,3.7280405405405403
29033,84751,1117,13,96,435,217,102,219,35,3.981199641897941
29034,84752,594,11,33,223,166,38,82,41,4.005050505050505
29035,84753,6,0,0,0,6,0,0,0,4.0
29036,84754,2526,24,142,801,743,336,278,202,4.134996041171813
29037,84755,34,0,0,11,18,3,2,0,3.882352941176471
29038,84756,349,0,46,45,207,15,36,0,3.8567335243553007
29039,84757,787,10,73,142,246,86,129,101,4.4180432020330365
29040,84758,366,5,26,122,144,12,49,8,3.8497267759562845
29041,84759,1319,23,91,554,273,66,240,72,3.9673995451099318
29042,84760,368,9,48,124,109,38,30,10,3.676630434782609
29043,84761,2145,17,78,678,713,282,292,85,4.11002331002331
29044,84762,197,0,0,86,66,0,23,22,4.131979695431473
29045,84763,254,9,0,17,71,38,99,20,4.992125984251968
29046,84764,161,0,0,83,16,29,33,0,4.074534161490683
29047,84765,4110,59,77,767,914,744,933,616,4.817518248175182
29048,84766,178,0,0,57,50,47,0,24,4.348314606741573
29049,84767,391,0,2,80,135,14,107,53,4.774936061381075
29050,84770,25713,688,1465,5885,7215,3580,4292,2588,4.351923151713141
29051,84772,190,0,30,73,60,14,6,7,3.5473684210526315
29052,84773,183,9,7,12,69,5,76,5,4.6502732240437155
29053,84774,1240,10,50,261,376,143,286,114,4.537096774193548
29054,84775,249,0,53,42,47,16,54,37,4.349397590361446
29055,84776,398,7,11,126,119,34,61,40,4.268844221105528
29056,84779,452,21,32,118,99,85,85,12,4.101769911504424
29057,84780,15382,429,988,2687,4313,2036,2943,1986,4.515537641399037
29058,84781,155,0,0,18,38,8,91,0,5.109677419354838
29059,84782,751,13,0,227,187,140,99,85,4.435419440745672
29060,84783,753,0,22,285,185,67,104,90,4.286852589641434
29061,84784,858,206,74,272,186,66,41,13,3.008158508158508
29062,84790,29100,665,1076,6437,8756,3547,5229,3390,4.467044673539519
29063,85003,6750,479,554,1257,1547,305,1519,1089,4.4159999999999995
29064,85004,3993,328,249,843,691,147,1155,580,4.468820435762584
29065,85006,17704,3981,2402,3326,3316,809,2686,1184,3.4159511974694983
29066,85007,9519,1542,1374,2034,1950,370,1370,879,3.6154007773925834
29067,85008,37578,5509,5216,9431,8530,2054,4952,1886,3.5003991697269674
29068,85009,28249,8059,4410,8382,4661,1020,1163,554,2.712485397713193
29069,85012,5598,101,92,716,899,605,1657,1528,5.304037156127188
29070,85013,15899,285,735,2639,3837,1219,4129,3055,4.860305679602491
29071,85014,20122,1433,1194,3634,4457,1463,4827,3114,4.503826657389921
29072,85015,24761,3213,2643,6967,5439,2141,2708,1650,3.620976535681111
29073,85016,26289,1241,1588,4584,5582,1859,7303,4132,4.661036935600442
29074,85017,21908,5044,3664,6413,3811,1369,1160,447,2.9116761000547746
29075,85018,28030,918,1237,4615,5854,1877,8485,5044,4.861077417053157
29076,85019,15115,3645,2395,4054,2854,739,1103,325,2.9507773734700633
29077,85020,25370,1015,1833,5377,5660,1956,5394,4135,4.514820654316122
29078,85021,27107,1648,2209,7486,5583,2302,4747,3132,4.160253808979231
29079,85022,36688,1270,2576,7923,9780,3077,7778,4284,4.397950283471435
29080,85023,23102,1100,1835,5287,6189,1744,4529,2418,4.251017227945633
29081,85024,17248,291,626,3066,4336,1520,5192,2217,4.774814471243042
29082,85027,25845,694,1607,6943,6504,2874,4847,2376,4.2885277616560264
29083,85028,14657,119,348,2089,3324,1095,4608,3074,5.118305246639831
29084,85029,30515,1352,3104,8814,8358,2743,4246,1898,3.9295756185482547
29085,85031,17375,5169,2850,5520,2535,669,462,170,2.582791366906475
29086,85032,50236,3602,3432,10632,11719,4786,10638,5427,4.279500756429652
29087,85033,33744,7521,6920,9870,6340,1508,1058,527,2.7829540066382172
29088,85034,2663,461,602,535,408,143,358,156,3.3259481787457754
29089,85035,30502,6920,5881,9617,4997,1528,1184,375,2.783096190413743
29090,85037,30432,4118,4528,9386,6309,2378,2549,1164,3.3484490010515247
29091,85040,19456,3868,2868,6047,3464,920,1575,714,3.1172388980263155
29092,85041,35603,5792,4220,9994,7435,2660,3493,2009,3.434401595371176
29093,85042,29133,2862,2932,8005,6521,2725,4074,2014,3.809837641162942
29094,85043,21143,3008,3442,6497,4334,1290,1692,880,3.2862413091803435
29095,85044,29310,360,844,4812,6568,3259,8160,5307,4.952575912657796
29096,85045,4782,11,84,580,788,528,1862,929,5.3086574654956085
29097,85048,24057,276,553,2862,5413,2163,7691,5099,5.165814523839215
29098,85050,20738,326,816,2931,4140,1515,6346,4664,5.092583662841161
29099,85051,27656,2420,2810,8722,6632,2616,3081,1375,3.685457043679491
29100,85053,20657,891,1694,5792,5974,1897,3130,1279,4.006825773345597
29101,85054,5614,61,50,601,911,478,2453,1060,5.368008550053437
29102,85083,12873,273,277,1665,3295,1085,4088,2190,4.99378544239882
29103,85085,14624,203,369,2041,3354,1219,5071,2367,5.030771334792123
29104,85086,29457,442,782,4899,8210,2943,8232,3949,4.79658485249686
29105,85087,5985,82,186,1682,1976,550,1135,374,4.274352548036759
29106,85118,11445,163,349,2672,3283,744,2824,1410,4.590913062472695
29107,85119,18213,697,1272,5631,5497,1460,2134,1522,4.001537363421732
29108,85120,24815,1236,2233,8824,6492,2388,2636,1006,3.7453153334676603
29109,85121,879,121,218,401,88,26,25,0,2.7212741751990897
29110,85122,36713,2233,4104,11491,9584,3835,3362,2104,3.7405006401002368
29111,85123,7716,596,925,2350,2033,786,716,310,3.631933644375324
29112,85128,10676,759,1213,3885,2651,608,1050,510,3.5925440239790185
29113,85131,14709,1826,2929,4997,3161,609,707,480,3.125025494595146
29114,85132,28212,2721,4453,8041,7557,1928,2177,1335,3.4745852828583574
29115,85135,362,33,50,112,137,30,0,0,3.223756906077348
29116,85137,1675,32,211,587,456,149,106,134,3.795820895522388
29117,85138,23613,764,1000,6510,6696,2747,3781,2115,4.247829585397874
29118,85139,11262,687,939,3280,3461,1101,1179,615,3.8299591546794534
29119,85140,28260,411,1425,7818,8294,3620,4114,2578,4.271797593772116
29120,85141,295,38,23,122,80,24,5,3,3.1898305084745764
29121,85142,39309,875,1352,9391,11271,3963,8249,4208,4.467195807575873
29122,85143,23877,760,1530,6500,7657,3064,2966,1400,4.056791054152532
29123,85145,1937,45,153,426,632,172,330,179,4.259163655136809
29124,85147,2470,90,809,1125,314,81,50,1,2.8546558704453444
29125,85172,1028,187,92,466,54,13,157,59,3.3122568093385216
29126,85173,2316,206,357,871,527,158,136,61,3.313471502590674
29127,85192,1480,80,129,531,473,163,40,64,3.598648648648649
29128,85193,3483,671,540,1349,609,184,64,66,2.871088142405972
29129,85194,5639,248,288,1681,1545,653,809,415,4.091328249689662
29130,85201,32643,2523,3093,8599,8907,2744,4720,2057,3.877492877492877
29131,85202,25408,1550,1254,5659,6693,2589,4948,2715,4.307501574307305
29132,85203,24323,1376,2031,6297,6677,2200,3644,2098,4.053241787608437
29133,85204,43130,4634,4070,11352,11464,3990,5751,1869,3.714931602133086
29134,85205,31041,815,1844,8791,8941,2580,5463,2607,4.206275571018975
29135,85206,26550,596,1259,7793,8156,2082,4391,2273,4.2103201506591335
29136,85207,34671,979,1713,7777,9809,3193,7338,3862,4.441723630700008
29137,85208,28259,1285,2101,8813,7813,2403,4227,1617,3.95888035670052
29138,85209,28784,651,1243,7485,8338,2774,5523,2770,4.354571984435798
29139,85210,24830,2734,2990,6831,5846,1928,3263,1238,3.643777688280306
29140,85212,20233,583,666,3507,5922,2298,4827,2430,4.625413927741808
29141,85213,24406,650,1172,5777,6419,2323,5222,2843,4.459927886585266
29142,85215,13562,181,621,3423,4027,1120,2349,1841,4.4522194366612595
29143,85224,30334,536,1183,5753,7746,3418,7626,4072,4.6975341201292276
29144,85225,45672,3656,3164,9770,10940,4087,9695,4360,4.207807847258715
29145,85226,26645,225,837,3609,6560,2456,7761,5197,5.036254456746106
29146,85233,23659,362,775,3890,6298,2364,6623,3347,4.808360454795215
29147,85234,31073,419,1154,6215,7631,3164,7998,4492,4.73555820165417
29148,85248,27382,278,613,5057,6272,2123,7388,5651,4.976371338835731
29149,85249,25820,435,556,4912,5441,1978,7451,5047,4.956312935708753
29150,85250,14313,228,176,1819,3389,1072,5063,2566,5.120729406832949
29151,85251,31658,1006,1101,4383,6734,2101,10489,5844,4.97946806494409
29152,85253,14266,121,176,1353,2472,716,4688,4740,5.559231739800925
29153,85254,33739,410,643,4486,7119,2782,11238,7061,5.168943952102907
29154,85255,31483,294,323,2962,4463,1535,12748,9158,5.588635136422832
29155,85256,3710,216,927,1306,728,149,297,87,3.244204851752022
29156,85257,25769,852,827,4924,7148,2417,6796,2805,4.593348597151616
29157,85258,20449,149,220,1825,4181,1422,7345,5307,5.433859846447259
29158,85259,17156,236,123,1839,3277,1087,5937,4657,5.40702961063185
29159,85260,29292,316,340,4014,5001,2406,10186,7029,5.304895534616961
29160,85262,9984,16,220,1046,1779,611,3588,2724,5.444811698717949
29161,85263,2555,0,35,343,507,163,980,527,5.288062622309198
29162,85264,915,33,137,213,312,68,105,47,3.817486338797814
29163,85266,10734,200,96,1286,1714,651,4201,2586,5.372554499720514
29164,85268,20996,266,394,3003,4781,2081,6372,4099,5.073204419889503
29165,85281,30676,1428,2500,4667,7738,1883,6938,5522,4.59896987873256
29166,85282,35427,655,1716,6678,9211,2853,8718,5596,4.705732915572868
29167,85283,34544,1259,1905,6748,8739,2269,8243,5381,4.595269800833719
29168,85284,13681,87,317,1047,2411,878,4995,3946,5.517725312477158
29169,85286,27093,675,766,3548,5227,2232,8614,6031,5.123832724319935
29170,85295,27080,294,670,4529,6194,3086,8360,3947,4.919350073855243
29171,85296,26731,252,681,4259,7525,2837,7412,3765,4.8446747222326145
29172,85297,18554,425,314,2319,4710,1784,5752,3250,5.014120944270777
29173,85298,19616,211,450,3056,4779,1882,5986,3252,4.969667618270799
29174,85301,39146,6556,5888,12753,8062,2611,2199,1077,3.1325550503244264
29175,85302,26898,1641,2241,8484,7200,2279,3337,1716,3.8591716856271843
29176,85303,19926,1910,2296,6339,4540,2156,2074,611,3.572217203653518
29177,85304,19106,653,1012,5285,5376,2167,3149,1464,4.187846749712132
29178,85305,8210,560,629,1994,2199,541,1414,873,4.128623629719853
29179,85306,17200,539,1029,4981,5415,1466,2391,1379,4.100523255813953
29180,85307,6512,449,346,1743,1954,661,1012,347,3.9914004914004915
29181,85308,46948,994,1789,10731,12103,5094,9859,6378,4.567755814944193
29182,85309,26,0,0,0,26,0,0,0,4.0
29183,85310,13083,265,300,2346,3567,1421,3358,1826,4.7547198654742795
29184,85320,886,403,116,197,100,20,29,21,2.3103837471783297
29185,85321,3000,280,264,1168,758,215,177,138,3.482333333333333
29186,85322,467,57,58,85,176,49,37,5,3.498929336188437
29187,85323,25506,2868,3302,7539,6247,2254,2307,989,3.4937661726652554
29188,85324,2729,66,172,946,975,230,229,111,3.8288750458043235
29189,85325,1115,75,118,489,239,76,47,71,3.4914798206278026
29190,85326,37666,2756,4369,10839,11234,3247,4171,1050,3.652046938883874
29191,85328,216,49,54,66,35,12,0,0,2.5694444444444446
29192,85331,22168,267,340,2640,4977,2135,7310,4499,5.178771201732227
29193,85332,1380,40,101,383,535,65,173,83,3.967391304347826
29194,85333,508,80,52,195,116,16,27,22,3.206692913385827
29195,85334,689,75,148,203,159,35,51,18,3.226415094339623
29196,85335,20356,1618,1822,6995,5160,1646,2190,925,3.671251719394773
29197,85336,305,212,50,11,10,10,12,0,1.6622950819672129
29198,85337,1526,301,234,507,246,66,131,41,3.0648754914809957
29199,85338,31253,1176,1275,7615,9869,3273,5074,2971,4.27648545739609
29200,85339,26873,1800,2010,7125,6166,3079,4475,2218,4.079559409072303
29201,85340,21774,699,820,4568,5918,2357,4231,3181,4.553733810967208
29202,85341,0,0,0,0,0,0,0,0,
29203,85342,1248,44,54,476,420,97,118,39,3.7868589743589745
29204,85343,141,21,14,67,13,26,0,0,3.0638297872340425
29205,85344,7090,612,876,2470,1724,602,554,252,3.493370944992948
29206,85345,37532,1948,3339,11237,10945,3509,4817,1737,3.855989555579239
29207,85346,4206,235,847,1020,1387,36,530,151,3.555397051830718
29208,85347,408,58,50,137,100,20,34,9,3.2745098039215685
29209,85348,2123,183,171,840,552,134,92,151,3.5478097032501177
29210,85349,16781,5588,3749,2484,2948,576,1123,313,2.6302961682855615
29211,85350,12697,2837,2144,3312,2313,912,900,279,3.0106324328581557
29212,85351,28815,744,1655,9750,7959,2159,3772,2776,4.095054659031755
29213,85352,310,58,46,117,66,5,15,3,2.906451612903226
29214,85353,23454,2894,2653,7454,5374,1860,2324,895,3.4777436684574057
29215,85354,4988,641,637,1425,1537,307,361,80,3.3277866880513227
29216,85355,8058,300,322,1852,2557,944,1411,672,4.296103251427153
29217,85356,3569,469,524,1061,869,175,296,175,3.376856262258335
29218,85357,272,56,29,79,64,4,35,5,3.2058823529411766
29219,85360,132,10,33,21,45,5,15,3,3.4469696969696972
29220,85361,4006,188,341,1415,1152,339,360,211,3.758112830753869
29221,85362,664,14,70,200,155,92,78,55,4.046686746987952
29222,85363,4542,309,492,1559,1304,273,419,186,3.603478643769265
29223,85364,45652,6242,6576,11740,11029,3658,3780,2627,3.462915096819417
29224,85365,32060,2403,2938,8254,9079,2615,4599,2172,3.906113537117904
29225,85367,18595,425,1971,6640,5331,1294,1935,999,3.801236891637537
29226,85371,199,33,45,81,25,0,15,0,2.7939698492462313
29227,85373,15915,146,652,4894,4539,1617,2617,1450,4.28683631793905
29228,85374,37971,942,2411,10541,10267,3299,6806,3705,4.259066129414553
29229,85375,28166,328,962,7263,7930,2237,5733,3713,4.520876233757012
29230,85377,3138,4,0,617,597,177,1140,603,5.159018483110261
29231,85379,29143,966,1234,7721,8806,3235,4828,2353,4.235493943657139
29232,85381,18131,273,567,5019,5018,1783,3729,1742,4.413380398213006
29233,85382,27885,352,1255,6609,7447,2423,6631,3168,4.538425676887215
29234,85383,32258,282,732,5330,7739,3421,8945,5809,4.964039928079856
29235,85387,9492,224,455,2116,2848,681,1991,1177,4.473662031184155
29236,85388,17516,406,954,3954,5726,1888,3058,1530,4.314797899063713
29237,85390,7460,417,412,2080,2027,632,1092,800,4.142225201072386
29238,85392,24308,1094,1732,5657,7375,2898,3685,1867,4.1425868026987
29239,85395,21922,407,1217,4094,6533,1950,4706,3015,4.57741082018064
29240,85396,12599,388,572,2253,3935,1533,2419,1499,4.500595285340107
29241,85501,8963,360,1187,2800,2575,545,1044,452,3.7472944326676334
29242,85530,959,62,204,415,211,35,21,11,3.062565172054223
29243,85531,269,0,0,59,104,60,20,26,4.442379182156134
29244,85533,2138,123,168,833,649,172,127,66,3.572497661365762
29245,85534,1817,64,163,732,461,132,210,55,3.7066593285635667
29246,85535,0,0,0,0,0,0,0,0,
29247,85536,284,0,0,74,106,61,34,9,4.288732394366197
29248,85539,3397,430,598,1084,720,223,199,143,3.258168972622903
29249,85540,1965,45,92,584,732,267,211,34,3.9430025445292616
29250,85541,17572,414,1068,4673,5694,1648,2504,1571,4.188823127703165
29251,85542,1746,73,519,631,390,88,43,2,3.0217640320733103
29252,85543,2341,101,89,712,669,183,369,218,4.163178129004699
29253,85544,2144,51,75,404,693,212,453,256,4.549906716417911
29254,85545,471,29,61,152,152,9,68,0,3.5414012738853504
29255,85546,13889,701,1289,4155,4531,1397,1310,506,3.762329901360789
29256,85550,2494,120,558,764,706,161,122,63,3.340016038492382
29257,85551,275,20,19,100,92,14,18,12,3.5927272727272723
29258,85552,3442,76,205,815,918,560,364,504,4.391342242882045
29259,85553,1397,30,149,408,466,152,99,93,3.880458124552613
29260,85554,486,9,0,181,134,52,79,31,4.195473251028807
29261,85601,580,8,38,197,123,34,71,109,4.355172413793103
29262,85602,7048,312,420,2002,2160,902,782,470,4.013904653802498
29263,85603,5113,429,351,1166,1272,518,766,611,4.142382163113632
29264,85605,388,90,41,113,68,9,65,2,3.1752577319587627
29265,85606,864,46,81,181,336,57,100,63,3.9594907407407414
29266,85607,9117,1400,1183,2275,1976,889,928,466,3.4846989141164855
29267,85608,4340,356,927,1353,1439,163,65,37,3.1080645161290326
29268,85609,199,16,0,49,78,0,16,40,4.276381909547738
29269,85610,710,92,43,237,195,63,47,33,3.516901408450704
29270,85611,774,0,30,101,284,85,149,125,4.771317829457365
29271,85613,2293,0,22,303,796,403,540,229,4.7950283471434805
29272,85614,21373,268,728,4417,5568,1786,5116,3490,4.739765124222149
29273,85615,6949,195,404,1166,2279,860,1214,831,4.46366383652324
29274,85616,3876,232,268,1048,1300,409,395,224,3.894478844169247
29275,85617,970,66,61,203,291,193,105,51,4.034020618556701
29276,85618,1394,217,164,504,347,119,22,21,3.0982783357245336
29277,85619,60,0,0,16,0,18,17,9,5.05
29278,85620,409,69,52,155,79,14,28,12,3.119804400977995
29279,85621,13493,2436,2316,3856,2430,656,1308,491,3.1809827317868526
29280,85622,6189,36,167,1081,1329,377,1788,1411,5.076587493940863
29281,85623,4211,130,332,1043,1294,319,656,437,4.200664925195915
29282,85624,948,22,26,205,187,58,222,228,4.910337552742616
29283,85625,1759,27,120,647,469,128,245,123,4.0108015918135305
29284,85626,699,139,77,291,144,48,0,0,2.835479256080114
29285,85627,794,3,44,240,229,101,146,31,4.187657430730479
29286,85629,15754,565,479,3286,4303,1782,3601,1738,4.52424781007998
29287,85630,1542,67,35,408,569,134,193,136,4.161478599221789
29288,85631,2688,163,417,845,697,221,267,78,3.5613839285714284
29289,85632,606,26,30,165,141,62,96,86,4.3448844884488445
29290,85633,30,0,0,10,7,0,11,2,4.6
29291,85634,3459,174,538,1733,577,236,132,69,3.2413992483376695
29292,85635,22920,811,1258,4530,7178,3166,3886,2091,4.337347294938918
29293,85637,1028,14,37,201,275,80,240,181,4.764591439688716
29294,85638,1497,50,51,364,576,234,124,98,4.10688042752171
29295,85640,174,0,16,36,47,18,19,38,4.586206896551724
29296,85641,17140,179,664,3152,4495,2127,4161,2362,4.730338389731622
29297,85643,5734,531,528,2146,1324,347,551,307,3.577084059993024
29298,85645,1529,213,252,492,330,63,128,51,3.2393721386527146
29299,85646,1242,18,28,168,254,16,428,330,5.27536231884058
29300,85648,11899,914,1290,3411,2987,861,1658,778,3.8132616186234136
29301,85650,11212,90,514,2023,3005,1459,2428,1693,4.720032108455227
29302,85653,11385,635,835,3479,3351,813,1596,676,3.910320597277119
29303,85654,0,0,0,0,0,0,0,0,
29304,85658,9240,44,88,1132,2237,736,2793,2210,5.245887445887446
29305,85701,3738,154,200,675,675,197,944,893,4.8632958801498125
29306,85704,24138,439,697,4968,5875,1942,5480,4737,4.805120556798409
29307,85705,36153,3300,4704,10115,9007,2712,4247,2068,3.6677177550963957
29308,85706,30432,4394,6292,8995,6724,2043,1573,411,3.0687762881177703
29309,85707,48,0,0,0,29,4,15,0,4.708333333333333
29310,85708,1828,0,4,248,735,425,291,125,4.61597374179431
29311,85710,38277,904,1961,10114,11033,3771,7053,3441,4.299187501632835
29312,85711,26106,1261,1936,6136,6716,1993,4419,3645,4.305485329043131
29313,85712,24490,672,1756,5641,5786,2633,4624,3378,4.442874642711311
29314,85713,30432,3677,4358,9375,6795,2111,2577,1539,3.433491062039958
29315,85714,9307,1848,1621,2775,2045,408,424,186,2.952723756312453
29316,85715,12536,79,473,1823,3198,1129,2878,2956,5.016831525207403
29317,85716,21455,885,1374,3313,5013,1716,4822,4332,4.728967606618504
29318,85718,20281,136,268,2236,2828,970,6183,7660,5.633844484985947
29319,85719,20369,659,1070,3212,4648,1565,4914,4301,4.832981491482154
29320,85723,0,0,0,0,0,0,0,0,
29321,85724,0,0,0,0,0,0,0,0,
29322,85726,0,0,0,0,0,0,0,0,
29323,85730,26103,598,1713,6986,8625,2910,3592,1679,4.112056085507413
29324,85735,8106,429,421,2874,2624,677,781,300,3.7700468788551693
29325,85736,3485,244,476,1070,1007,221,266,201,3.5988522238163556
29326,85737,16453,117,278,2550,3291,1637,4073,4507,5.206284568163861
29327,85739,15626,206,480,2756,4029,1351,3678,3126,4.880007679508512
29328,85741,23475,778,1386,5120,6900,3020,3525,2746,4.344281150159745
29329,85742,18884,355,432,3740,5446,1968,4279,2664,4.680417284473629
29330,85743,20959,647,958,4183,5096,2198,4951,2926,4.612529223722506
29331,85745,25853,1442,1748,4620,6498,2445,5272,3828,4.465361853556647
29332,85746,26627,1590,3490,7827,7907,2435,2370,1008,3.6478011041424123
29333,85747,15582,91,380,2798,4044,1907,4079,2283,4.839622641509433
29334,85748,13014,247,286,2278,3451,1761,3048,1943,4.775703088981097
29335,85749,14328,57,237,1952,3275,1011,3956,3840,5.245533221663875
29336,85750,18857,116,173,2101,3074,1240,6065,6088,5.52935249509466
29337,85755,12594,61,204,1897,2443,1122,3547,3320,5.245672542480547
29338,85756,27445,2518,3655,7782,7394,2043,2701,1352,3.593915102933139
29339,85757,11556,787,1128,3250,3498,1107,1451,335,3.7531152647975077
29340,85901,12997,375,878,3356,4679,1145,1561,1003,4.079941524967301
29341,85911,1086,122,260,433,216,27,25,3,2.8646408839779007
29342,85912,261,16,56,41,96,52,0,0,3.42911877394636
29343,85920,391,0,6,47,162,15,112,49,4.836317135549872
29344,85922,37,0,3,8,20,0,2,4,4.054054054054054
29345,85923,322,0,37,145,99,17,24,0,3.521739130434783
29346,85924,2248,53,145,731,796,196,234,93,3.8945729537366547
29347,85925,3123,2,229,661,1046,383,546,256,4.35798911303234
29348,85926,286,0,53,81,89,28,25,10,3.7237762237762237
29349,85927,132,0,0,8,67,20,26,11,4.734848484848484
29350,85928,822,81,64,232,287,43,70,45,3.653284671532847
29351,85929,5561,198,430,1493,1521,615,580,724,4.179823772702751
29352,85930,673,9,132,281,191,28,29,3,3.291233283803863
29353,85931,183,19,12,54,69,7,22,0,3.5409836065573765
29354,85932,298,0,12,59,114,16,74,23,4.503355704697986
29355,85933,2215,46,185,681,642,139,319,203,4.088939051918736
29356,85934,248,0,0,75,88,0,79,6,4.407258064516129
29357,85935,3562,155,173,605,1066,251,795,517,4.554744525547445
29358,85936,2921,269,307,731,1115,194,198,107,3.5751454981170827
29359,85937,4604,133,394,844,1823,464,638,308,4.137489139878367
29360,85938,1450,49,168,373,582,71,170,37,3.7696551724137937
29361,85939,2922,120,312,809,813,303,362,203,3.9462696783025324
29362,85940,1030,6,33,406,286,68,181,50,4.0873786407766985
29363,85941,6186,407,1516,2079,1646,212,225,101,3.132395732298739
29364,85942,87,0,0,0,37,0,50,0,5.149425287356322
29365,86001,26472,470,894,3671,5513,2732,7674,5518,5.048844061650046
29366,86003,3,0,0,0,3,0,0,0,4.0
29367,86004,23130,748,1279,4236,5514,1963,5573,3817,4.671076523994811
29368,86011,88,0,0,25,49,0,0,14,4.1931818181818175
29369,86015,294,0,61,170,61,0,2,0,3.020408163265306
29370,86016,28,11,5,2,10,0,0,0,2.392857142857143
29371,86017,729,0,0,109,131,29,278,182,5.401920438957476
29372,86018,732,0,12,196,189,62,116,157,4.744535519125684
29373,86020,1247,188,228,515,226,46,28,16,2.889334402566159
29374,86021,2231,697,427,566,315,73,104,49,2.6181084715374268
29375,86022,1252,80,168,450,329,38,139,48,3.547923322683706
29376,86023,1817,7,46,539,791,24,291,119,4.17116125481563
29377,86024,611,0,18,185,173,42,122,71,4.454991816693944
29378,86025,3699,190,325,1307,1067,157,399,254,3.7810218978102186
